ID;OBSERVACIONES;SEMANA;FECHA;PUNTO DE OBSERVACION;NOMBRE COMUN;NOMBRE CIENTIFICO;DENTRO DEL RADIO;FUERA DEL RADIO;NUMERO DE AVISTAMIENTO
914;151A10;15;9/8/2023;1A10;Gray-breasted Martin;Progne chalybea;2;1;3
915;151A10;15;9/8/2023;1A10;Lesser Nighthawk;Chordeiles acutipennis;1;0;1
916;151A10;15;9/8/2023;1A10;Little Cuckoo;Coccycua minuta;1;1;2
917;151A10;15;9/8/2023;1A10;Purple-bibbed Whitetip;Urosticte benjamini;1;0;1
918;151A10;15;9/8/2023;1A10;Blue Ground Dove;Claravis pretiosa;2;0;2
919;151A10;15;9/8/2023;1A10;Common Nighthawk;Chordeiles minor;2;0;2
920;151A10;15;9/8/2023;1A10;Black Vulture;Coragyps atratus;1;1;2
921;151A11;15;9/8/2023;1A11;Yellow-rumped Cacique;Cacicus cela;2;0;2
922;151A11;15;9/8/2023;1A11;Banded Ground-Cuckoo;Neomorphus radiolosus;1;0;1
923;151A11;15;9/8/2023;1A11;Yellow-rumped Cacique;Cacicus cela;2;0;2
924;151A11;15;9/8/2023;1A11;Banded Ground-Cuckoo;Neomorphus radiolosus;1;1;2
925;151A11;15;9/8/2023;1A11;Common Pauraque;Nyctidromus albicollis;1;0;1
926;151A12;15;9/8/2023;1A12;Banded Ground-Cuckoo;Neomorphus radiolosus;2;0;2
927;152A01;15;9/8/2023;2A01;Banded Ground-Cuckoo;Neomorphus radiolosus;2;0;2
928;152A01;15;9/8/2023;2A01;Striped Cuckoo;Tapera naevia;2;0;2
929;152A01;15;9/8/2023;2A01;Common Pauraque;Nyctidromus albicollis;2;0;2
930;152A01;15;9/8/2023;2A01;Scrub Nightjar;Nyctidromus anthonyi;2;1;3
931;152A01;15;9/8/2023;2A01;Rufous-headed Chachalaca;Ortalis erythroptera;1;0;1
932;152A01;15;9/8/2023;2A01;Crowned Woodnymph;Thalurania colombica;2;1;3
933;152A01;15;9/8/2023;2A01;White-collared Swift;Streptoprocne zonaris;1;1;2
934;152A01;15;9/8/2023;2A01;Greater Ani;Crotophaga major;2;1;3
935;152A01;15;9/8/2023;2A01;White-necked Jacobin;Florisuga mellivora;2;1;3
936;152A02;15;9/8/2023;2A02;Oilbird;Steatornis caripensis;1;1;2
937;152A02;15;9/8/2023;2A02;Rufous-fronted Wood-Quail;Odontophorus erythrops;1;0;1
938;152A02;15;9/8/2023;2A02;Dwarf Cuckoo;Coccycua pumila;1;1;2
939;152A02;15;9/8/2023;2A02;Purple-bibbed Whitetip;Urosticte benjamini;1;0;1
940;152A02;15;9/8/2023;2A02;Scrub Nightjar;Nyctidromus anthonyi;2;0;2
941;152A02;15;9/8/2023;2A02;Crowned Woodnymph;Thalurania colombica;1;1;2
942;152A02;15;9/8/2023;2A02;Scrub Nightjar;Nyctidromus anthonyi;2;2;4
943;152A02;15;9/8/2023;2A02;Rufous-fronted Wood-Quail;Odontophorus erythrops;2;1;3
944;152A03;15;9/8/2023;2A03;White-collared Swift;Streptoprocne zonaris;2;1;3
945;152A03;15;9/8/2023;2A03;Crowned Woodnymph;Thalurania colombica;2;0;2
946;152A03;15;9/8/2023;2A03;Rufous-headed Chachalaca;Ortalis erythroptera;1;1;2
947;152A03;15;9/8/2023;2A03;Banded Ground-Cuckoo;Neomorphus radiolosus;1;1;2
948;152A03;15;9/8/2023;2A03;Purple-bibbed Whitetip;Urosticte benjamini;1;0;1
949;152A03;15;9/8/2023;2A03;White-necked Jacobin;Florisuga mellivora;1;1;2
950;152A03;15;9/8/2023;2A03;Groove-billed Ani;Crotophaga sulcirostris;2;1;3
951;152A03;15;9/8/2023;2A03;Blue Ground Dove;Claravis pretiosa;1;1;2
952;152A03;15;9/8/2023;2A03;Baudo Guan;Penelope ortoni;2;0;2
953;161A01;16;16/8/2023;1A01;Yellow-rumped Cacique;Cacicus cela;1;0;1
954;161A01;16;16/8/2023;1A01;Common Nighthawk;Chordeiles minor;2;1;3
955;161A01;16;16/8/2023;1A01;Baudo Guan;Penelope ortoni;1;1;2
956;161A01;16;16/8/2023;1A01;Common Pauraque;Nyctidromus albicollis;1;1;2
957;161A01;16;16/8/2023;1A01;Pale-vented Pigeon;Patagioenas cayennensis;2;0;2
958;161A01;16;16/8/2023;1A01;Pale-vented Pigeon;Patagioenas cayennensis;1;1;2
959;161A01;16;16/8/2023;1A01;Pearly-breasted Cuckoo;Coccyzus euleri;2;1;3
960;161A02;16;16/8/2023;1A02;Banded Ground-Cuckoo;Neomorphus radiolosus;2;0;2
961;161A03;16;16/8/2023;1A03;Common Nighthawk;Chordeiles minor;2;1;3
962;161A04;16;16/8/2023;1A04;Hook-billed Kite;Chondrohierax uncinatus;2;0;2
963;161A04;16;16/8/2023;1A04;Common Nighthawk;Chordeiles minor;1;0;1
964;161A05;16;16/8/2023;1A05;Common Pauraque;Nyctidromus albicollis;2;0;2
965;161A05;16;16/8/2023;1A05;White-chinned Swift;Cypseloides cryptus;2;1;3
966;161A05;16;16/8/2023;1A05;Baudo Guan;Penelope ortoni;2;0;2
967;161A05;16;16/8/2023;1A05;Pale-vented Pigeon;Patagioenas cayennensis;1;0;1
968;161A05;16;16/8/2023;1A05;Blue Ground Dove;Claravis pretiosa;2;0;2
969;161A05;16;16/8/2023;1A05;Dwarf Cuckoo;Coccycua pumila;2;1;3
970;161A05;16;16/8/2023;1A05;White-necked Jacobin;Florisuga mellivora;1;1;2
971;161A05;16;16/8/2023;1A05;White-necked Jacobin;Florisuga mellivora;2;0;2
972;161A05;16;16/8/2023;1A05;Smooth-billed Ani;Crotophaga ani;1;1;2
973;161A05;16;16/8/2023;1A05;Baudo Guan;Penelope ortoni;2;2;4
974;161A05;16;16/8/2023;1A05;Rufous-fronted Wood-Quail;Odontophorus erythrops;2;1;3
975;161A06;16;16/8/2023;1A06;Striped Cuckoo;Tapera naevia;1;0;1
976;161A06;16;16/8/2023;1A06;Common Pauraque;Nyctidromus albicollis;2;0;2
977;161A06;16;16/8/2023;1A06;Common Pauraque;Nyctidromus albicollis;1;0;1
978;161A06;16;16/8/2023;1A06;Blue Ground Dove;Claravis pretiosa;2;1;3
979;161A06;16;16/8/2023;1A06;Scrub Nightjar;Nyctidromus anthonyi;2;1;3
980;161A06;16;16/8/2023;1A06;Pale-vented Pigeon;Patagioenas cayennensis;2;1;3
981;161A07;16;16/8/2023;1A07;Gray-breasted Martin;Progne chalybea;1;0;1
982;161A08;16;16/8/2023;1A08;White-collared Swift;Streptoprocne zonaris;2;0;2
983;161A08;16;16/8/2023;1A08;Oilbird;Steatornis caripensis;1;0;1
984;161A09;16;16/8/2023;1A09;Yellow-rumped Cacique;Cacicus cela;2;1;3
985;161A10;16;16/8/2023;1A10;White-necked Jacobin;Florisuga mellivora;2;0;2
986;161A11;16;16/8/2023;1A11;House Sparrow;Passer domesticus;1;1;2
987;161A12;16;16/8/2023;1A12;Gray-breasted Martin;Progne chalybea;1;1;2
988;161A13;16;16/8/2023;1A13;Smooth-billed Ani;Crotophaga ani;2;1;3
989;161A14;16;16/8/2023;1A14;Yellow-rumped Cacique;Cacicus cela;1;0;1
990;161A15;16;16/8/2023;1A15;Rufous-headed Chachalaca;Ortalis erythroptera;2;0;2
991;161A16;16;16/8/2023;1A16;Greater Ani;Crotophaga major;1;0;1
992;161A16;16;16/8/2023;1A16;Lesser Nighthawk;Chordeiles acutipennis;2;1;3
993;161A16;16;16/8/2023;1A16;Crowned Woodnymph;Thalurania colombica;1;0;1
994;161A16;16;16/8/2023;1A16;Crowned Woodnymph;Thalurania colombica;1;0;1
995;161A11;16;16/8/2023;1A11;Black Vulture;Coragyps atratus;1;1;2
996;161A11;16;16/8/2023;1A11;House Sparrow;Passer domesticus;1;1;2
997;161A12;16;16/8/2023;1A12;Rufous-headed Chachalaca;Ortalis erythroptera;2;1;3
998;161A12;16;16/8/2023;1A12;Squirrel Cuckoo;Piaya cayana;2;1;3
999;161A12;16;16/8/2023;1A12;Smooth-billed Ani;Crotophaga ani;1;0;1
1000;161A12;16;16/8/2023;1A12;Dwarf Cuckoo;Coccycua pumila;2;1;3
1001;161A12;16;16/8/2023;1A12;Hook-billed Kite;Chondrohierax uncinatus;2;0;2
1002;161A12;16;16/8/2023;1A12;White-necked Jacobin;Florisuga mellivora;2;1;3
1003;162A01;16;16/8/2023;2A01;White-collared Swift;Streptoprocne zonaris;1;0;1
1004;162A01;16;16/8/2023;2A01;Rufous-fronted Wood-Quail;Odontophorus erythrops;1;1;2
1005;162A01;16;16/8/2023;2A01;Hook-billed Kite;Chondrohierax uncinatus;2;1;3
1006;162A01;16;16/8/2023;2A01;White-necked Jacobin;Florisuga mellivora;2;0;2
1007;162A01;16;16/8/2023;2A01;Blue Ground Dove;Claravis pretiosa;1;0;1
1008;162A01;16;16/8/2023;2A01;Black Vulture;Coragyps atratus;2;0;2
1009;162A01;16;16/8/2023;2A01;Rufous-fronted Wood-Quail;Odontophorus erythrops;2;0;2
1010;162A01;16;16/8/2023;2A01;Pearly-breasted Cuckoo;Coccyzus euleri;2;0;2
1011;162A02;16;16/8/2023;2A02;Little Cuckoo;Coccycua minuta;0;1;1
1012;162A02;16;16/8/2023;2A02;Baudo Guan;Penelope ortoni;1;0;1
1013;162A02;16;16/8/2023;2A02;Gray-breasted Martin;Progne chalybea;2;0;2
1014;162A03;16;16/8/2023;2A03;White-necked Jacobin;Florisuga mellivora;1;0;1
1015;162A03;16;16/8/2023;2A03;House Sparrow;Passer domesticus;1;0;1
1016;162A03;16;16/8/2023;2A03;White-chinned Swift;Cypseloides cryptus;1;0;1
1017;162A03;16;16/8/2023;2A03;Common Nighthawk;Chordeiles minor;2;1;3
1018;162A03;16;16/8/2023;2A03;Pale-vented Pigeon;Patagioenas cayennensis;2;2;4
1019;162A03;16;16/8/2023;2A03;White-necked Jacobin;Florisuga mellivora;2;1;3
1020;171A01;17;23/8/2023;1A01;Crowned Woodnymph;Thalurania colombica;1;1;2
1021;171A01;17;23/8/2023;1A01;Chimney Swift;Chaetura pelagica;2;1;3
1022;171A01;17;23/8/2023;1A01;Squirrel Cuckoo;Piaya cayana;1;1;2
1023;171A01;17;23/8/2023;1A01;Scrub Nightjar;Nyctidromus anthonyi;2;0;2
1024;171A01;17;23/8/2023;1A01;Blue Ground Dove;Claravis pretiosa;1;1;2
1025;171A01;17;23/8/2023;1A01;Scrub Nightjar;Nyctidromus anthonyi;1;1;2
1026;171A01;17;23/8/2023;1A01;Black Vulture;Coragyps atratus;2;1;3
1027;171A01;17;23/8/2023;1A01;Rufous-headed Chachalaca;Ortalis erythroptera;2;0;2
1028;171A02;17;23/8/2023;1A02;Purple-bibbed Whitetip;Urosticte benjamini;2;1;3
1029;171A03;17;23/8/2023;1A03;Pale-vented Pigeon;Patagioenas cayennensis;3;0;3
1030;171A04;17;23/8/2023;1A04;Little Cuckoo;Coccycua minuta;1;0;1
1031;171A05;17;23/8/2023;1A05;Dwarf Cuckoo;Coccycua pumila;2;0;2
1032;171A06;17;23/8/2023;1A06;White-necked Jacobin;Florisuga mellivora;2;0;2
1033;171A06;17;23/8/2023;1A06;Common Pauraque;Nyctidromus albicollis;2;1;3
1034;171A06;17;23/8/2023;1A06;Black Vulture;Coragyps atratus;2;0;2
1035;171A06;17;23/8/2023;1A06;Banded Ground-Cuckoo;Neomorphus radiolosus;2;1;3
1036;171A06;17;23/8/2023;1A06;Striped Cuckoo;Tapera naevia;2;1;3
1037;171A07;17;23/8/2023;1A07;Yellow-rumped Cacique;Cacicus cela;2;1;3
1038;171A08;17;23/8/2023;1A08;Rufous-headed Chachalaca;Ortalis erythroptera;1;0;1
1039;171A08;17;23/8/2023;1A08;Groove-billed Ani;Crotophaga sulcirostris;2;0;2
1040;171A08;17;23/8/2023;1A08;House Sparrow;Passer domesticus;1;0;1
1041;171A08;17;23/8/2023;1A08;Groove-billed Ani;Crotophaga sulcirostris;1;0;1
1042;171A08;17;23/8/2023;1A08;Squirrel Cuckoo;Piaya cayana;2;0;2
1043;171A08;17;23/8/2023;1A08;Blue Ground Dove;Claravis pretiosa;1;1;2
1044;171A09;17;23/8/2023;1A09;Chimney Swift;Chaetura pelagica;2;1;3
1045;171A09;17;23/8/2023;1A09;Black Vulture;Coragyps atratus;2;1;3
1046;171A10;17;23/8/2023;1A10;Banded Ground-Cuckoo;Neomorphus radiolosus;3;0;3
1047;171A10;17;23/8/2023;1A10;Oilbird;Steatornis caripensis;1;0;1
1048;171A10;17;23/8/2023;1A10;Banded Ground-Cuckoo;Neomorphus radiolosus;1;1;2
1049;171A11;17;23/8/2023;1A11;Rufous-headed Chachalaca;Ortalis erythroptera;1;1;2
1050;171A12;17;23/8/2023;1A12;Purple-bibbed Whitetip;Urosticte benjamini;1;1;2
1051;171A12;17;23/8/2023;1A12;Pearly-breasted Cuckoo;Coccyzus euleri;2;0;2
1052;171A12;17;23/8/2023;1A12;Crowned Woodnymph;Thalurania colombica;2;1;3
1053;171A12;17;23/8/2023;1A12;Purple-bibbed Whitetip;Urosticte benjamini;2;1;3
1054;171A12;17;23/8/2023;1A12;Purple-bibbed Whitetip;Urosticte benjamini;1;0;1
1055;171A12;17;23/8/2023;1A12;Smooth-billed Ani;Crotophaga ani;1;1;2
1056;171A12;17;23/8/2023;1A12;Purple-bibbed Whitetip;Urosticte benjamini;1;2;3
1057;171A12;17;23/8/2023;1A12;House Sparrow;Passer domesticus;1;1;2
1058;171A12;17;23/8/2023;1A12;Gray-breasted Martin;Progne chalybea;1;1;2
1059;171A12;17;23/8/2023;1A12;Banded Ground-Cuckoo;Neomorphus radiolosus;2;0;2
1060;172A01;17;23/8/2023;2A01;Striped Cuckoo;Tapera naevia;2;1;3
1061;172A01;17;23/8/2023;2A01;Purple-bibbed Whitetip;Urosticte benjamini;1;1;2
1062;172A01;17;23/8/2023;2A01;Dwarf Cuckoo;Coccycua pumila;2;1;3
1063;172A01;17;23/8/2023;2A01;Greater Ani;Crotophaga major;3;1;4
1064;172A01;17;23/8/2023;2A01;White-collared Swift;Streptoprocne zonaris;2;0;2
1065;172A01;17;23/8/2023;2A01;Gray-breasted Martin;Progne chalybea;2;2;4
1066;172A01;17;23/8/2023;2A01;Blue Ground Dove;Claravis pretiosa;1;0;1
1067;172A01;17;23/8/2023;2A01;Blue Ground Dove;Claravis pretiosa;2;1;3
1068;172A01;17;23/8/2023;2A01;White-chinned Swift;Cypseloides cryptus;1;2;3
1069;172A01;17;23/8/2023;2A01;Smooth-billed Ani;Crotophaga ani;2;1;3
1070;172A01;17;23/8/2023;2A01;Greater Ani;Crotophaga major;2;1;3
1071;172A02;17;23/8/2023;2A02;Crowned Woodnymph;Thalurania colombica;2;0;2
1072;172A02;17;23/8/2023;2A02;Squirrel Cuckoo;Piaya cayana;2;0;2
1073;172A02;17;23/8/2023;2A02;White-chinned Swift;Cypseloides cryptus;1;1;2
1074;172A02;17;23/8/2023;2A02;Common Pauraque;Nyctidromus albicollis;1;0;1
1075;172A02;17;23/8/2023;2A02;Hook-billed Kite;Chondrohierax uncinatus;2;1;3
1076;172A02;17;23/8/2023;2A02;Blue Ground Dove;Claravis pretiosa;2;0;2
1077;172A02;17;23/8/2023;2A02;House Sparrow;Passer domesticus;2;1;3
1078;172A02;17;23/8/2023;2A02;Blue Ground Dove;Claravis pretiosa;2;1;3
1079;172A02;17;23/8/2023;2A02;White-collared Swift;Streptoprocne zonaris;2;1;3
1080;172A02;17;23/8/2023;2A02;Baudo Guan;Penelope ortoni;3;0;3
1081;172A03;17;23/8/2023;2A03;Striped Cuckoo;Tapera naevia;1;1;2
1082;172A03;17;23/8/2023;2A03;Rufous-fronted Wood-Quail;Odontophorus erythrops;2;1;3
1083;181A01;18;30/8/2023;1A01;Oilbird;Steatornis caripensis;2;1;3
1084;181A01;18;30/8/2023;1A01;White-collared Swift;Streptoprocne zonaris;2;1;3
1085;181A01;18;30/8/2023;1A01;Common Pauraque;Nyctidromus albicollis;1;0;1
1086;181A01;18;30/8/2023;1A01;Purple-bibbed Whitetip;Urosticte benjamini;2;1;3
1087;181A01;18;30/8/2023;1A01;Greater Ani;Crotophaga major;1;0;1
1088;181A02;18;30/8/2023;1A02;Dwarf Cuckoo;Coccycua pumila;1;1;2
1089;181A02;18;30/8/2023;1A02;Yellow-rumped Cacique;Cacicus cela;1;0;1
1090;181A02;18;30/8/2023;1A02;Rufous-headed Chachalaca;Ortalis erythroptera;2;1;3
1091;181A03;18;30/8/2023;1A03;Oilbird;Steatornis caripensis;1;0;1
1092;181A04;18;30/8/2023;1A04;Groove-billed Ani;Crotophaga sulcirostris;2;1;3
1093;181A05;18;30/8/2023;1A05;Crowned Woodnymph;Thalurania colombica;2;2;4
1094;181A05;18;30/8/2023;1A05;Striped Cuckoo;Tapera naevia;0;1;1
1095;181A05;18;30/8/2023;1A05;White-collared Swift;Streptoprocne zonaris;2;1;3
1096;181A05;18;30/8/2023;1A05;Pearly-breasted Cuckoo;Coccyzus euleri;2;1;3
1097;181A05;18;30/8/2023;1A05;Squirrel Cuckoo;Piaya cayana;1;0;1
1098;181A05;18;30/8/2023;1A05;Rufous-headed Chachalaca;Ortalis erythroptera;1;0;1
1099;181A06;18;30/8/2023;1A06;Little Cuckoo;Coccycua minuta;1;1;2
1100;181A08;18;30/8/2023;1A08;White-chinned Swift;Cypseloides cryptus;1;0;1
1101;181A09;18;30/8/2023;1A09;Little Cuckoo;Coccycua minuta;1;0;1
1102;181A09;18;30/8/2023;1A09;Scrub Nightjar;Nyctidromus anthonyi;2;1;3
1103;181A09;18;30/8/2023;1A09;Banded Ground-Cuckoo;Neomorphus radiolosus;2;1;3
1104;181A10;18;30/8/2023;1A10;Oilbird;Steatornis caripensis;2;0;2
1105;181A10;18;30/8/2023;1A10;White-collared Swift;Streptoprocne zonaris;2;0;2
1106;181A10;18;30/8/2023;1A10;Groove-billed Ani;Crotophaga sulcirostris;2;0;2
1107;181A10;18;30/8/2023;1A10;Squirrel Cuckoo;Piaya cayana;1;1;2
1108;181A10;18;30/8/2023;1A10;White-collared Swift;Streptoprocne zonaris;2;0;2
1109;181A10;18;30/8/2023;1A10;House Sparrow;Passer domesticus;1;0;1
1110;181A10;18;30/8/2023;1A10;House Sparrow;Passer domesticus;2;0;2
1111;181A10;18;30/8/2023;1A10;Squirrel Cuckoo;Piaya cayana;1;0;1
1112;181A10;18;30/8/2023;1A10;Rufous-headed Chachalaca;Ortalis erythroptera;2;1;3
1113;181A10;18;30/8/2023;1A10;White-chinned Swift;Cypseloides cryptus;2;1;3
1114;181A11;18;30/8/2023;1A11;Common Pauraque;Nyctidromus albicollis;1;0;1
1115;181A12;18;30/8/2023;1A12;Purple-bibbed Whitetip;Urosticte benjamini;2;1;3
1116;182A01;18;30/8/2023;2A01;Striped Cuckoo;Tapera naevia;2;1;3
1117;182A01;18;30/8/2023;2A01;Smooth-billed Ani;Crotophaga ani;1;1;2
1118;182A01;18;30/8/2023;2A01;Oilbird;Steatornis caripensis;1;0;1
1119;182A01;18;30/8/2023;2A01;Little Cuckoo;Coccycua minuta;0;2;2
1120;182A01;18;30/8/2023;2A01;Gray-breasted Martin;Progne chalybea;1;0;1
1121;182A02;18;30/8/2023;2A02;Little Cuckoo;Coccycua minuta;2;0;2
1122;182A03;18;30/8/2023;2A03;Baudo Guan;Penelope ortoni;3;0;3
1123;182A03;18;30/8/2023;2A03;Purple-bibbed Whitetip;Urosticte benjamini;2;1;3
1124;182A03;18;30/8/2023;2A03;Crowned Woodnymph;Thalurania colombica;2;1;3
1125;182A03;18;30/8/2023;2A03;Pearly-breasted Cuckoo;Coccyzus euleri;1;1;2
1126;182A03;18;30/8/2023;2A03;Blue Ground Dove;Claravis pretiosa;1;1;2
1127;182A03;18;30/8/2023;2A03;Groove-billed Ani;Crotophaga sulcirostris;1;0;1
1128;191A01;19;6/9/2023;1A01;Yellow-rumped Cacique;Cacicus cela;2;0;2
1129;191A01;19;6/9/2023;1A01;Purple-bibbed Whitetip;Urosticte benjamini;1;1;2
1130;191A01;19;6/9/2023;1A01;Scrub Nightjar;Nyctidromus anthonyi;2;1;3
1131;191A01;19;6/9/2023;1A01;Chimney Swift;Chaetura pelagica;1;2;3
1132;191A01;19;6/9/2023;1A01;Blue Ground Dove;Claravis pretiosa;1;0;1
1133;191A01;19;6/9/2023;1A01;Gray-breasted Martin;Progne chalybea;1;0;1
1134;191A01;19;6/9/2023;1A01;White-collared Swift;Streptoprocne zonaris;1;1;2
1135;191A01;19;6/9/2023;1A01;Pale-vented Pigeon;Patagioenas cayennensis;1;0;1
1136;191A02;19;6/9/2023;1A02;Little Cuckoo;Coccycua minuta;3;0;3
1137;191A03;19;6/9/2023;1A03;Greater Ani;Crotophaga major;2;1;3
1138;191A05;19;6/9/2023;1A05;White-chinned Swift;Cypseloides cryptus;1;0;1
1139;191A05;19;6/9/2023;1A05;Hook-billed Kite;Chondrohierax uncinatus;2;1;3
1140;191A06;19;6/9/2023;1A06;White-necked Jacobin;Florisuga mellivora;2;1;3
1141;191A06;19;6/9/2023;1A06;Baudo Guan;Penelope ortoni;1;1;2
1142;191A06;19;6/9/2023;1A06;Black Vulture;Coragyps atratus;2;1;3
1143;191A06;19;6/9/2023;1A06;Smooth-billed Ani;Crotophaga ani;2;0;2
1144;191A06;19;6/9/2023;1A06;Oilbird;Steatornis caripensis;3;1;4
1145;191A06;19;6/9/2023;1A06;Rufous-headed Chachalaca;Ortalis erythroptera;2;0;2
1146;191A06;19;6/9/2023;1A06;Gray-breasted Martin;Progne chalybea;1;0;1
1147;191A06;19;6/9/2023;1A06;Dwarf Cuckoo;Coccycua pumila;2;1;3
1148;191A06;19;6/9/2023;1A06;Common Nighthawk;Chordeiles minor;2;1;3
1149;191A07;19;6/9/2023;1A07;Smooth-billed Ani;Crotophaga ani;3;1;4
1150;191A08;19;6/9/2023;1A08;Oilbird;Steatornis caripensis;2;0;2
1151;191A09;19;6/9/2023;1A09;Chimney Swift;Chaetura pelagica;2;0;2
1152;191A10;19;6/9/2023;1A10;Striped Cuckoo;Tapera naevia;1;0;1
1153;191A10;19;6/9/2023;1A10;Gray-breasted Martin;Progne chalybea;1;0;1
1154;191A10;19;6/9/2023;1A10;White-chinned Swift;Cypseloides cryptus;2;1;3
1155;191A10;19;6/9/2023;1A10;Smooth-billed Ani;Crotophaga ani;1;0;1
1156;191A10;19;6/9/2023;1A10;Gray-breasted Martin;Progne chalybea;2;1;3
1157;191A10;19;6/9/2023;1A10;White-necked Jacobin;Florisuga mellivora;2;0;2
1158;191A10;19;6/9/2023;1A10;Gray-breasted Martin;Progne chalybea;2;1;3
1159;191A11;19;6/9/2023;1A11;Rufous-headed Chachalaca;Ortalis erythroptera;2;1;3
1160;191A11;19;6/9/2023;1A11;Pearly-breasted Cuckoo;Coccyzus euleri;2;1;3
1161;191A11;19;6/9/2023;1A11;Purple-bibbed Whitetip;Urosticte benjamini;3;0;3
1162;191A11;19;6/9/2023;1A11;Common Pauraque;Nyctidromus albicollis;1;0;1
1163;191A11;19;6/9/2023;1A11;Lesser Nighthawk;Chordeiles acutipennis;2;0;2
1164;191A12;19;6/9/2023;1A12;Common Nighthawk;Chordeiles minor;2;0;2
1165;192A01;19;6/9/2023;2A01;Squirrel Cuckoo;Piaya cayana;2;1;3
1166;192A01;19;6/9/2023;2A01;Pale-vented Pigeon;Patagioenas cayennensis;1;0;1
1167;192A01;19;6/9/2023;2A01;Scrub Nightjar;Nyctidromus anthonyi;1;0;1
1168;192A01;19;6/9/2023;2A01;Greater Ani;Crotophaga major;2;1;3
1169;192A01;19;6/9/2023;2A01;Rufous-headed Chachalaca;Ortalis erythroptera;2;0;2
1170;192A01;19;6/9/2023;2A01;Common Nighthawk;Chordeiles minor;2;1;3
1171;192A01;19;6/9/2023;2A01;Pearly-breasted Cuckoo;Coccyzus euleri;2;1;3
1172;192A01;19;6/9/2023;2A01;Spectacled Owl;Pulsatrix perspicillata;1;0;1
1173;192A01;19;6/9/2023;2A01;Bicolored Hawk;Accipiter bicolor;2;1;3
1174;192A02;19;6/9/2023;2A02;Plumbeous Kite;Ictinia plumbea;1;0;1
1175;192A02;19;6/9/2023;2A02;Bicolored Hawk;Accipiter bicolor;1;1;2
1176;192A02;19;6/9/2023;2A02;Great Jacamar;Jacamerops aureus;2;1;3
1177;192A02;19;6/9/2023;2A02;Orange-fronted Barbet;Capito squamatus;2;1;3
1178;192A02;19;6/9/2023;2A02;White-tipped Sicklebill;Eutoxeres aquila;1;0;1
1179;192A02;19;6/9/2023;2A02;Rufous-necked Wood-Rail;Aramides axillaris;1;1;2
1180;192A02;19;6/9/2023;2A02;Common Pauraque;Nyctidromus albicollis;2;1;3
1181;192A02;19;6/9/2023;2A02;Pearly-breasted Cuckoo;Coccyzus euleri;2;0;2
1182;192A03;19;6/9/2023;2A03;Gray-headed Kite;Leptodon cayanensis;2;0;2
1183;192A03;19;6/9/2023;2A03;Toucan Barbet;Semnornis ramphastinus;2;0;2
1184;192A03;19;6/9/2023;2A03;Common Pauraque;Nyctidromus albicollis;2;1;3
1185;192A03;19;6/9/2023;2A03;Tiny Hawk;Microspizias superciliosus;2;1;3
1186;192A03;19;6/9/2023;2A03;Long-billed Starthroat;Heliomaster longirostris;2;1;3
1187;192A03;19;6/9/2023;2A03;Chimney Swift;Chaetura pelagica;1;0;1
1188;192A03;19;6/9/2023;2A03;Groove-billed Ani;Crotophaga sulcirostris;1;0;1
1189;192A03;19;6/9/2023;2A03;Broad-billed Motmot;Electron platyrhynchum;2;0;2
1190;192A03;19;6/9/2023;2A03;Lesser Nighthawk;Chordeiles acutipennis;1;1;2
1191;201A01;20;13/9/2023;1A01;Whooping Motmot;Momotus subrufescens;1;1;2
1192;201A01;20;13/9/2023;1A01;Plumbeous Kite;Ictinia plumbea;1;0;1
1193;201A01;20;13/9/2023;1A01;Toucan Barbet;Semnornis ramphastinus;2;0;2
1194;201A01;20;13/9/2023;1A01;Ornate Hawk-Eagle;Spizaetus ornatus;1;1;2
1195;201A01;20;13/9/2023;1A01;Groove-billed Ani;Crotophaga sulcirostris;2;0;2
1196;201A01;20;13/9/2023;1A01;Groove-billed Ani;Crotophaga sulcirostris;1;0;1
1197;201A01;20;13/9/2023;1A01;Ornate Hawk-Eagle;Spizaetus ornatus;2;0;2
1198;201A02;20;13/9/2023;1A02;Groove-billed Ani;Crotophaga sulcirostris;2;1;3
1199;201A03;20;13/9/2023;1A03;Bicolored Hawk;Accipiter bicolor;1;0;1
1200;201A04;20;13/9/2023;1A04;Lesser Nighthawk;Chordeiles acutipennis;1;0;1
1201;201A04;20;13/9/2023;1A04;Pearly-breasted Cuckoo;Coccyzus euleri;2;0;2
1202;201A05;20;13/9/2023;1A05;Lesser Nighthawk;Chordeiles acutipennis;2;1;3
1203;201A05;20;13/9/2023;1A05;Great Jacamar;Jacamerops aureus;2;0;2
1204;201A05;20;13/9/2023;1A05;Scrub Nightjar;Nyctidromus anthonyi;1;0;1
1205;201A05;20;13/9/2023;1A05;Great Jacamar;Jacamerops aureus;1;1;2
1206;201A05;20;13/9/2023;1A05;Broad-billed Motmot;Electron platyrhynchum;2;0;2
1207;201A05;20;13/9/2023;1A05;White-chinned Swift;Cypseloides cryptus;2;0;2
1208;201A05;20;13/9/2023;1A05;Great Jacamar;Jacamerops aureus;2;1;3
1209;201A05;20;13/9/2023;1A05;Lesser Nighthawk;Chordeiles acutipennis;2;1;3
1210;201A05;20;13/9/2023;1A05;Great Jacamar;Jacamerops aureus;3;0;3
1211;201A05;20;13/9/2023;1A05;Orange-fronted Barbet;Capito squamatus;1;1;2
1212;201A05;20;13/9/2023;1A05;Slaty-tailed Trogon;Trogon massena;1;1;2
